,Местное время,T,meteostation
232323,2021-04-28 08:00:00,3.7,Ножовка
232331,2021-04-27 08:00:00,3.7,Ножовка
232339,2021-04-26 08:00:00,2.5,Ножовка
232347,2021-04-25 08:00:00,4.3,Ножовка
232355,2021-04-24 08:00:00,5.1,Ножовка
232363,2021-04-23 08:00:00,4.0,Ножовка
232371,2021-04-22 08:00:00,4.8,Ножовка
232379,2021-04-21 08:00:00,0.3,Ножовка
232387,2021-04-20 08:00:00,-2.2,Ножовка
232395,2021-04-19 08:00:00,-1.1,Ножовка
232403,2021-04-18 08:00:00,-0.4,Ножовка
232411,2021-04-17 08:00:00,3.2,Ножовка
232419,2021-04-16 08:00:00,4.0,Ножовка
232427,2021-04-15 08:00:00,8.7,Ножовка
232435,2021-04-14 08:00:00,6.1,Ножовка
232443,2021-04-13 08:00:00,3.9,Ножовка
232451,2021-04-12 08:00:00,0.1,Ножовка
232459,2021-04-11 08:00:00,7.3,Ножовка
232467,2021-04-10 08:00:00,1.1,Ножовка
232475,2021-04-09 08:00:00,3.1,Ножовка
232483,2021-04-08 08:00:00,0.1,Ножовка
232491,2021-04-07 08:00:00,2.0,Ножовка
232499,2021-04-06 08:00:00,-0.9,Ножовка
232507,2021-04-05 08:00:00,-2.3,Ножовка
232515,2021-04-04 08:00:00,1.0,Ножовка
232523,2021-04-03 08:00:00,0.6,Ножовка
232531,2021-04-02 08:00:00,1.9,Ножовка
232539,2021-04-01 08:00:00,0.3,Ножовка
232547,2021-03-31 08:00:00,-2.4,Ножовка
232555,2021-03-30 08:00:00,-5.8,Ножовка
232563,2021-03-29 08:00:00,-6.8,Ножовка
232571,2021-03-28 08:00:00,-3.8,Ножовка
232579,2021-03-27 08:00:00,0.1,Ножовка
232587,2021-03-26 08:00:00,-4.4,Ножовка
232595,2021-03-25 08:00:00,-7.8,Ножовка
232603,2021-03-24 08:00:00,-3.4,Ножовка
232611,2021-03-23 08:00:00,-3.2,Ножовка
232619,2021-03-22 08:00:00,-9.3,Ножовка
232627,2021-03-21 08:00:00,-8.0,Ножовка
232635,2021-03-20 08:00:00,-2.0,Ножовка
232643,2021-03-19 08:00:00,-3.3,Ножовка
232651,2021-03-18 08:00:00,-3.0,Ножовка
232659,2021-03-17 08:00:00,-4.5,Ножовка
232667,2021-03-16 08:00:00,-8.2,Ножовка
232675,2021-03-15 08:00:00,-9.2,Ножовка
232683,2021-03-14 08:00:00,-16.3,Ножовка
232691,2021-03-13 08:00:00,-20.1,Ножовка
232699,2021-03-12 08:00:00,-18.6,Ножовка
232707,2021-03-11 08:00:00,-28.4,Ножовка
232715,2021-03-10 08:00:00,-17.7,Ножовка
232723,2021-03-09 08:00:00,-13.3,Ножовка
232731,2021-03-08 08:00:00,-12.8,Ножовка
232739,2021-03-07 08:00:00,-23.5,Ножовка
232747,2021-03-06 08:00:00,-11.6,Ножовка
232755,2021-03-05 08:00:00,-5.0,Ножовка
232763,2021-03-04 08:00:00,-8.3,Ножовка
232771,2021-03-03 08:00:00,-4.5,Ножовка
232779,2021-03-02 08:00:00,-14.2,Ножовка
232787,2021-03-01 08:00:00,-13.8,Ножовка
232795,2021-02-28 08:00:00,-15.3,Ножовка
232803,2021-02-27 08:00:00,-16.0,Ножовка
232811,2021-02-26 08:00:00,-27.2,Ножовка
232819,2021-02-25 08:00:00,-33.0,Ножовка
232827,2021-02-24 08:00:00,-27.4,Ножовка
232835,2021-02-23 08:00:00,-31.1,Ножовка
232843,2021-02-22 08:00:00,-31.5,Ножовка
232851,2021-02-21 08:00:00,-28.2,Ножовка
232859,2021-02-20 08:00:00,-29.6,Ножовка
232867,2021-02-19 08:00:00,-24.3,Ножовка
232875,2021-02-18 08:00:00,-32.0,Ножовка
232883,2021-02-17 08:00:00,-28.9,Ножовка
232891,2021-02-16 08:00:00,-22.5,Ножовка
232899,2021-02-15 08:00:00,-17.4,Ножовка
232907,2021-02-14 08:00:00,-2.1,Ножовка
232915,2021-02-13 08:00:00,-7.8,Ножовка
232923,2021-02-12 08:00:00,-18.7,Ножовка
232931,2021-02-11 08:00:00,-28.6,Ножовка
232939,2021-02-10 08:00:00,-31.3,Ножовка
232947,2021-02-09 08:00:00,-26.2,Ножовка
232955,2021-02-08 08:00:00,-24.8,Ножовка
232963,2021-02-07 08:00:00,-17.6,Ножовка
232971,2021-02-06 08:00:00,-2.1,Ножовка
232979,2021-02-05 08:00:00,-0.9,Ножовка
232987,2021-02-04 08:00:00,-11.2,Ножовка
232995,2021-02-03 08:00:00,-17.5,Ножовка
233003,2021-02-02 08:00:00,-7.3,Ножовка
233011,2021-02-01 08:00:00,-2.1,Ножовка
233019,2021-01-31 08:00:00,-1.9,Ножовка
233027,2021-01-30 08:00:00,-2.1,Ножовка
233035,2021-01-29 08:00:00,-9.6,Ножовка
233043,2021-01-28 08:00:00,-6.1,Ножовка
233051,2021-01-27 08:00:00,-6.2,Ножовка
233059,2021-01-26 08:00:00,-1.4,Ножовка
233067,2021-01-25 08:00:00,-0.9,Ножовка
233075,2021-01-24 08:00:00,-12.6,Ножовка
233083,2021-01-23 08:00:00,-23.1,Ножовка
233091,2021-01-22 08:00:00,-14.5,Ножовка
233099,2021-01-21 08:00:00,-20.6,Ножовка
233107,2021-01-20 08:00:00,-18.8,Ножовка
233115,2021-01-19 08:00:00,-27.7,Ножовка
233123,2021-01-18 08:00:00,-27.8,Ножовка
233131,2021-01-17 08:00:00,-12.1,Ножовка
233139,2021-01-16 08:00:00,-9.8,Ножовка
233147,2021-01-15 08:00:00,-7.8,Ножовка
233155,2021-01-14 08:00:00,-24.3,Ножовка
233163,2021-01-13 08:00:00,-23.6,Ножовка
233171,2021-01-12 08:00:00,-19.9,Ножовка
233179,2021-01-11 08:00:00,-17.5,Ножовка
233187,2021-01-10 08:00:00,-11.5,Ножовка
233195,2021-01-09 08:00:00,-8.5,Ножовка
233203,2021-01-08 08:00:00,-9.7,Ножовка
233211,2021-01-07 08:00:00,-12.5,Ножовка
233219,2021-01-06 08:00:00,-9.0,Ножовка
233227,2021-01-05 08:00:00,-8.2,Ножовка
233235,2021-01-04 08:00:00,-8.9,Ножовка
233243,2021-01-03 08:00:00,-8.7,Ножовка
233251,2021-01-02 08:00:00,-7.3,Ножовка
233259,2021-01-01 08:00:00,-9.8,Ножовка
233267,2020-12-31 08:00:00,-15.7,Ножовка
233275,2020-12-30 08:00:00,-21.3,Ножовка
233283,2020-12-29 08:00:00,-13.2,Ножовка
233291,2020-12-28 08:00:00,-6.5,Ножовка
233299,2020-12-27 08:00:00,-8.8,Ножовка
233307,2020-12-26 08:00:00,-8.4,Ножовка
233315,2020-12-25 08:00:00,-7.7,Ножовка
233323,2020-12-24 08:00:00,-6.2,Ножовка
233331,2020-12-23 08:00:00,-3.1,Ножовка
233339,2020-12-22 08:00:00,-7.8,Ножовка
233347,2020-12-21 08:00:00,-12.5,Ножовка
233355,2020-12-20 08:00:00,-28.2,Ножовка
233363,2020-12-19 08:00:00,-17.8,Ножовка
233371,2020-12-18 08:00:00,-6.1,Ножовка
233379,2020-12-17 08:00:00,-8.3,Ножовка
233387,2020-12-16 08:00:00,-8.6,Ножовка
233395,2020-12-15 08:00:00,-13.4,Ножовка
233403,2020-12-14 08:00:00,-9.4,Ножовка
233411,2020-12-13 08:00:00,-15.8,Ножовка
233419,2020-12-12 08:00:00,-16.3,Ножовка
233427,2020-12-11 08:00:00,-21.2,Ножовка
233435,2020-12-10 08:00:00,-19.6,Ножовка
233443,2020-12-09 08:00:00,-17.3,Ножовка
233451,2020-12-08 08:00:00,-18.3,Ножовка
233459,2020-12-07 08:00:00,-12.8,Ножовка
233467,2020-12-06 08:00:00,-15.5,Ножовка
233475,2020-12-05 08:00:00,-21.4,Ножовка
233483,2020-12-04 08:00:00,-10.4,Ножовка
233491,2020-12-03 08:00:00,-10.0,Ножовка
233499,2020-12-02 08:00:00,-9.0,Ножовка
233507,2020-12-01 08:00:00,-3.7,Ножовка
233515,2020-11-30 08:00:00,-7.9,Ножовка
233523,2020-11-29 08:00:00,-7.7,Ножовка
233531,2020-11-28 08:00:00,-17.8,Ножовка
233539,2020-11-27 08:00:00,-8.4,Ножовка
233547,2020-11-26 08:00:00,-5.1,Ножовка
233555,2020-11-25 08:00:00,-3.5,Ножовка
233563,2020-11-24 08:00:00,-5.8,Ножовка
233571,2020-11-23 08:00:00,-6.7,Ножовка
233579,2020-11-22 08:00:00,-10.6,Ножовка
233587,2020-11-21 08:00:00,-4.2,Ножовка
233595,2020-11-20 08:00:00,-3.4,Ножовка
233603,2020-11-19 08:00:00,-10.7,Ножовка
233611,2020-11-18 08:00:00,-16.2,Ножовка
233619,2020-11-17 08:00:00,-6.7,Ножовка
233627,2020-11-16 08:00:00,-14.4,Ножовка
233635,2020-11-15 08:00:00,-17.7,Ножовка
233643,2020-11-14 08:00:00,-7.0,Ножовка
233651,2020-11-13 08:00:00,-5.1,Ножовка
233659,2020-11-12 08:00:00,-3.1,Ножовка
233667,2020-11-11 08:00:00,-2.5,Ножовка
233675,2020-11-10 08:00:00,-1.0,Ножовка
233683,2020-11-09 08:00:00,0.7,Ножовка
233691,2020-11-08 08:00:00,0.6,Ножовка
233699,2020-11-07 08:00:00,2.9,Ножовка
233707,2020-11-06 08:00:00,3.0,Ножовка
233715,2020-11-05 08:00:00,0.8,Ножовка
233723,2020-11-04 08:00:00,-3.1,Ножовка
233731,2020-11-03 08:00:00,-3.6,Ножовка
233739,2020-11-02 08:00:00,-2.1,Ножовка
233747,2020-11-01 08:00:00,0.7,Ножовка
233755,2020-10-31 08:00:00,1.6,Ножовка
233763,2020-10-30 08:00:00,-3.6,Ножовка
233771,2020-10-29 08:00:00,-0.5,Ножовка
233779,2020-10-28 08:00:00,-1.1,Ножовка
233787,2020-10-27 08:00:00,-1.0,Ножовка
233795,2020-10-26 08:00:00,-0.7,Ножовка
233803,2020-10-25 08:00:00,4.2,Ножовка
233811,2020-10-24 08:00:00,0.5,Ножовка
233819,2020-10-23 08:00:00,-4.4,Ножовка
233827,2020-10-22 08:00:00,-1.2,Ножовка
233835,2020-10-21 08:00:00,0.5,Ножовка
233843,2020-10-20 08:00:00,0.9,Ножовка
233851,2020-10-19 08:00:00,8.3,Ножовка
233859,2020-10-18 08:00:00,1.5,Ножовка
233867,2020-10-17 08:00:00,0.8,Ножовка
233875,2020-10-16 08:00:00,10.9,Ножовка
233883,2020-10-15 08:00:00,4.5,Ножовка
233891,2020-10-14 08:00:00,11.0,Ножовка
233899,2020-10-13 08:00:00,8.2,Ножовка
233907,2020-10-12 08:00:00,-0.3,Ножовка
233915,2020-10-11 08:00:00,8.5,Ножовка
233923,2020-10-10 08:00:00,9.2,Ножовка
233931,2020-10-09 08:00:00,8.9,Ножовка
233939,2020-10-08 08:00:00,-0.7,Ножовка
233947,2020-10-07 08:00:00,5.3,Ножовка
233955,2020-10-06 08:00:00,5.6,Ножовка
233963,2020-10-05 08:00:00,-4.8,Ножовка
233971,2020-10-04 08:00:00,-0.1,Ножовка
233979,2020-10-03 08:00:00,3.4,Ножовка
233987,2020-10-02 08:00:00,2.9,Ножовка
233995,2020-10-01 08:00:00,4.7,Ножовка
234003,2020-09-30 08:00:00,2.2,Ножовка
234011,2020-09-29 08:00:00,3.2,Ножовка
234019,2020-09-28 08:00:00,3.8,Ножовка
234027,2020-09-27 08:00:00,2.6,Ножовка
234035,2020-09-26 08:00:00,3.1,Ножовка
234043,2020-09-25 08:00:00,0.1,Ножовка
234051,2020-09-24 08:00:00,0.3,Ножовка
234059,2020-09-23 08:00:00,8.5,Ножовка
234067,2020-09-22 08:00:00,5.9,Ножовка
234075,2020-09-21 08:00:00,0.9,Ножовка
234083,2020-09-20 08:00:00,4.6,Ножовка
234091,2020-09-19 08:00:00,9.7,Ножовка
234099,2020-09-18 08:00:00,5.6,Ножовка
234107,2020-09-17 08:00:00,9.0,Ножовка
234115,2020-09-16 08:00:00,8.6,Ножовка
234123,2020-09-15 08:00:00,8.3,Ножовка
234131,2020-09-14 08:00:00,11.0,Ножовка
234139,2020-09-13 08:00:00,5.7,Ножовка
234147,2020-09-12 08:00:00,11.5,Ножовка
234155,2020-09-11 08:00:00,11.9,Ножовка
234163,2020-09-10 08:00:00,9.9,Ножовка
234171,2020-09-09 08:00:00,13.6,Ножовка
234179,2020-09-08 08:00:00,9.8,Ножовка
234187,2020-09-07 08:00:00,7.1,Ножовка
234195,2020-09-06 08:00:00,5.7,Ножовка
234203,2020-09-05 08:00:00,4.9,Ножовка
234211,2020-09-04 08:00:00,5.1,Ножовка
234219,2020-09-03 08:00:00,8.0,Ножовка
234227,2020-09-02 08:00:00,12.8,Ножовка
234235,2020-09-01 08:00:00,18.8,Ножовка
234243,2020-08-31 08:00:00,15.8,Ножовка
234251,2020-08-30 08:00:00,15.8,Ножовка
234259,2020-08-29 08:00:00,17.3,Ножовка
234267,2020-08-28 08:00:00,14.2,Ножовка
234275,2020-08-27 08:00:00,17.0,Ножовка
234283,2020-08-26 08:00:00,14.1,Ножовка
234291,2020-08-25 08:00:00,15.6,Ножовка
234299,2020-08-24 08:00:00,13.4,Ножовка
234307,2020-08-23 08:00:00,10.8,Ножовка
234315,2020-08-22 08:00:00,13.0,Ножовка
234323,2020-08-21 08:00:00,12.4,Ножовка
234331,2020-08-20 08:00:00,10.5,Ножовка
234339,2020-08-19 08:00:00,7.6,Ножовка
234347,2020-08-18 08:00:00,12.0,Ножовка
234355,2020-08-17 08:00:00,9.8,Ножовка
234363,2020-08-16 08:00:00,11.6,Ножовка
234371,2020-08-15 08:00:00,12.0,Ножовка
234379,2020-08-14 08:00:00,10.7,Ножовка
234387,2020-08-13 08:00:00,12.2,Ножовка
234395,2020-08-12 08:00:00,11.0,Ножовка
234403,2020-08-11 08:00:00,13.3,Ножовка
234411,2020-08-10 08:00:00,12.6,Ножовка
234419,2020-08-09 08:00:00,13.4,Ножовка
234427,2020-08-08 08:00:00,15.5,Ножовка
234435,2020-08-07 08:00:00,20.5,Ножовка
234443,2020-08-06 08:00:00,21.0,Ножовка
234451,2020-08-05 08:00:00,15.9,Ножовка
234459,2020-08-04 08:00:00,13.9,Ножовка
234467,2020-08-03 08:00:00,13.1,Ножовка
234475,2020-08-02 08:00:00,18.6,Ножовка
234483,2020-08-01 08:00:00,15.2,Ножовка
234491,2020-07-31 08:00:00,18.8,Ножовка
234499,2020-07-30 08:00:00,17.9,Ножовка
234507,2020-07-29 08:00:00,18.4,Ножовка
234515,2020-07-28 08:00:00,18.1,Ножовка
234523,2020-07-27 08:00:00,15.2,Ножовка
234531,2020-07-26 08:00:00,15.5,Ножовка
234539,2020-07-25 08:00:00,16.3,Ножовка
234547,2020-07-24 08:00:00,14.9,Ножовка
234555,2020-07-23 08:00:00,17.0,Ножовка
234563,2020-07-22 08:00:00,17.8,Ножовка
234571,2020-07-21 08:00:00,17.6,Ножовка
234579,2020-07-20 08:00:00,21.0,Ножовка
234587,2020-07-19 08:00:00,21.7,Ножовка
234595,2020-07-18 08:00:00,18.9,Ножовка
234603,2020-07-17 08:00:00,19.0,Ножовка
234611,2020-07-16 08:00:00,25.6,Ножовка
234619,2020-07-15 08:00:00,26.5,Ножовка
234627,2020-07-14 08:00:00,24.6,Ножовка
234635,2020-07-13 08:00:00,20.8,Ножовка
234643,2020-07-12 08:00:00,19.3,Ножовка
234651,2020-07-11 08:00:00,18.9,Ножовка
234659,2020-07-10 08:00:00,26.2,Ножовка
234667,2020-07-09 08:00:00,25.8,Ножовка
234675,2020-07-08 08:00:00,23.9,Ножовка
234683,2020-07-07 08:00:00,19.5,Ножовка
234691,2020-07-06 08:00:00,19.1,Ножовка
234699,2020-07-05 08:00:00,19.7,Ножовка
234707,2020-07-04 08:00:00,18.6,Ножовка
234715,2020-07-03 08:00:00,15.8,Ножовка
234723,2020-07-02 08:00:00,14.3,Ножовка
234731,2020-07-01 08:00:00,12.0,Ножовка
234739,2020-06-30 08:00:00,11.7,Ножовка
234747,2020-06-29 08:00:00,9.5,Ножовка
234755,2020-06-28 08:00:00,10.2,Ножовка
234763,2020-06-27 08:00:00,10.5,Ножовка
234771,2020-06-26 08:00:00,9.2,Ножовка
234779,2020-06-25 08:00:00,8.9,Ножовка
234787,2020-06-24 08:00:00,15.0,Ножовка
234795,2020-06-23 08:00:00,11.7,Ножовка
234803,2020-06-22 08:00:00,8.9,Ножовка
234811,2020-06-21 08:00:00,10.5,Ножовка
234819,2020-06-20 08:00:00,16.7,Ножовка
234827,2020-06-19 08:00:00,14.7,Ножовка
234835,2020-06-18 08:00:00,11.9,Ножовка
234843,2020-06-17 08:00:00,18.7,Ножовка
234851,2020-06-16 08:00:00,16.0,Ножовка
234859,2020-06-15 08:00:00,13.8,Ножовка
234867,2020-06-14 08:00:00,11.3,Ножовка
234875,2020-06-13 08:00:00,9.3,Ножовка
234883,2020-06-12 08:00:00,18.1,Ножовка
234891,2020-06-11 08:00:00,16.9,Ножовка
234899,2020-06-10 08:00:00,21.9,Ножовка
234907,2020-06-09 08:00:00,19.3,Ножовка
234915,2020-06-08 08:00:00,17.1,Ножовка
234923,2020-06-07 08:00:00,15.7,Ножовка
234931,2020-06-06 08:00:00,16.9,Ножовка
234939,2020-06-05 08:00:00,13.1,Ножовка
234947,2020-06-04 08:00:00,13.0,Ножовка
234955,2020-06-03 08:00:00,11.7,Ножовка
234963,2020-06-02 08:00:00,9.6,Ножовка
234971,2020-06-01 08:00:00,8.4,Ножовка
234979,2020-05-31 08:00:00,12.8,Ножовка
234987,2020-05-30 08:00:00,14.9,Ножовка
234995,2020-05-29 08:00:00,12.9,Ножовка
235003,2020-05-28 08:00:00,13.6,Ножовка
235011,2020-05-27 08:00:00,13.1,Ножовка
235019,2020-05-26 08:00:00,10.4,Ножовка
235027,2020-05-25 08:00:00,10.8,Ножовка
235035,2020-05-24 08:00:00,12.1,Ножовка
235043,2020-05-23 08:00:00,10.4,Ножовка
235051,2020-05-22 08:00:00,10.1,Ножовка
235059,2020-05-21 08:00:00,8.8,Ножовка
235067,2020-05-20 08:00:00,11.5,Ножовка
235075,2020-05-19 08:00:00,9.6,Ножовка
235083,2020-05-18 08:00:00,10.1,Ножовка
235091,2020-05-17 08:00:00,6.3,Ножовка
235099,2020-05-16 08:00:00,6.9,Ножовка
235107,2020-05-15 08:00:00,6.7,Ножовка
235115,2020-05-14 08:00:00,7.3,Ножовка
235123,2020-05-13 08:00:00,11.5,Ножовка
235131,2020-05-12 08:00:00,11.5,Ножовка
235139,2020-05-11 08:00:00,11.8,Ножовка
235147,2020-05-10 08:00:00,17.9,Ножовка
235155,2020-05-09 08:00:00,17.0,Ножовка
235163,2020-05-08 08:00:00,17.8,Ножовка
235171,2020-05-07 08:00:00,16.2,Ножовка
235179,2020-05-06 08:00:00,14.7,Ножовка
235187,2020-05-05 08:00:00,13.6,Ножовка
235195,2020-05-04 08:00:00,7.0,Ножовка
235203,2020-05-03 08:00:00,3.7,Ножовка
235211,2020-05-02 08:00:00,2.5,Ножовка
235219,2020-05-01 08:00:00,4.5,Ножовка
235227,2020-04-30 08:00:00,7.4,Ножовка
235235,2020-04-29 08:00:00,2.6,Ножовка
235243,2020-04-28 08:00:00,9.2,Ножовка
235251,2020-04-27 08:00:00,10.1,Ножовка
235259,2020-04-26 08:00:00,8.4,Ножовка
235267,2020-04-25 08:00:00,-0.9,Ножовка
235275,2020-04-24 08:00:00,-2.9,Ножовка
235283,2020-04-23 08:00:00,-0.8,Ножовка
235291,2020-04-22 08:00:00,6.3,Ножовка
235299,2020-04-21 08:00:00,1.3,Ножовка
235307,2020-04-20 08:00:00,1.2,Ножовка
235315,2020-04-19 08:00:00,1.6,Ножовка
235323,2020-04-18 08:00:00,4.1,Ножовка
235331,2020-04-17 08:00:00,2.7,Ножовка
235339,2020-04-16 08:00:00,3.5,Ножовка
235347,2020-04-15 08:00:00,0.4,Ножовка
235355,2020-04-14 08:00:00,1.8,Ножовка
235363,2020-04-13 08:00:00,3.9,Ножовка
235371,2020-04-12 08:00:00,6.1,Ножовка
235379,2020-04-11 08:00:00,7.7,Ножовка
235387,2020-04-10 08:00:00,5.7,Ножовка
235395,2020-04-09 08:00:00,0.7,Ножовка
235403,2020-04-08 08:00:00,-5.9,Ножовка
235411,2020-04-07 08:00:00,-2.9,Ножовка
235419,2020-04-06 08:00:00,-2.9,Ножовка
235427,2020-04-05 08:00:00,-0.4,Ножовка
235435,2020-04-04 08:00:00,3.4,Ножовка
235443,2020-04-03 08:00:00,0.3,Ножовка
235451,2020-04-02 08:00:00,-2.4,Ножовка
235459,2020-04-01 08:00:00,4.6,Ножовка
235467,2020-03-31 08:00:00,2.9,Ножовка
235475,2020-03-30 08:00:00,4.6,Ножовка
235483,2020-03-29 08:00:00,0.4,Ножовка
235491,2020-03-28 08:00:00,0.0,Ножовка
235499,2020-03-27 08:00:00,-2.5,Ножовка
235507,2020-03-26 08:00:00,-1.4,Ножовка
235515,2020-03-25 08:00:00,-1.1,Ножовка
235523,2020-03-24 08:00:00,-5.3,Ножовка
235531,2020-03-23 08:00:00,-12.0,Ножовка
235539,2020-03-22 08:00:00,-6.8,Ножовка
235547,2020-03-21 08:00:00,-1.3,Ножовка
235555,2020-03-20 08:00:00,1.4,Ножовка
235563,2020-03-19 08:00:00,2.9,Ножовка
235571,2020-03-18 08:00:00,-5.6,Ножовка
235579,2020-03-17 08:00:00,-5.3,Ножовка
235587,2020-03-16 08:00:00,-1.4,Ножовка
235595,2020-03-15 08:00:00,-3.1,Ножовка
235603,2020-03-14 08:00:00,1.9,Ножовка
235611,2020-03-13 08:00:00,2.5,Ножовка
235619,2020-03-12 08:00:00,2.3,Ножовка
235627,2020-03-11 08:00:00,2.2,Ножовка
235635,2020-03-10 08:00:00,0.1,Ножовка
235643,2020-03-09 08:00:00,0.9,Ножовка
235651,2020-03-08 08:00:00,-1.7,Ножовка
235659,2020-03-07 08:00:00,-4.7,Ножовка
235667,2020-03-06 08:00:00,-12.2,Ножовка
235675,2020-03-05 08:00:00,-6.9,Ножовка
235683,2020-03-04 08:00:00,-1.0,Ножовка
235691,2020-03-03 08:00:00,1.2,Ножовка
235699,2020-03-02 08:00:00,-6.8,Ножовка
235707,2020-03-01 08:00:00,-1.8,Ножовка
235715,2020-02-29 08:00:00,0.2,Ножовка
235723,2020-02-28 08:00:00,0.6,Ножовка
235731,2020-02-27 08:00:00,-5.0,Ножовка
235739,2020-02-26 08:00:00,0.1,Ножовка
235747,2020-02-25 08:00:00,-1.9,Ножовка
235755,2020-02-24 08:00:00,-3.2,Ножовка
